crane_type,crane_capacity_kg,boom_length_m,boom_angle_deg,lifting_radius_m,hook_height_m,load_type,load_weight_kg,load_area_m2,wind_speed_ms,gust_speed_ms,wind_direction_deg,temperature_c,humidity_percent,air_pressure_hpa,visibility_m,rain_mm,crane_tilt_deg,operator_experience_years,risk_score,safety_status
Rough Terrain Crane,7000,40.1,68,25.0,36.7,Steel Pipe,1309,4.85,7.3,7.9,78,14.0,44,1023.3,5688,0.0,0.06,12,22.28,Safe
Tower Crane,8000,43.7,44,23.8,31.4,Concrete Block,1542,1.17,1.4,1.7,285,22.7,77,994.6,1968,0.0,0.04,12,11.87,Safe
Tower Crane,8000,63.9,75,30.6,61.3,Steel Pipe,1994,3.55,3.1,3.3,286,40.3,56,1015.7,3278,0.0,0.14,22,14.21,Safe
Rough Terrain Crane,7000,30.9,42,14.4,20.6,Concrete Block,1684,1.87,4.7,5.6,247,34.1,71,1001.3,4540,6.9,0.21,24,16.73,Safe
Rough Terrain Crane,7000,45.8,37,25.3,26.1,Steel Beam,2120,2.0,1.4,1.8,168,17.0,80,1026.7,2730,2.5,0.56,10,16.29,Safe
Crawler Crane,12000,70.2,69,28.8,64.8,Wind Turbine Blade,3483,19.79,2.0,2.6,324,19.6,98,1025.2,5839,0.7,0.13,13,19.12,Safe
Crawler Crane,12000,80.8,50,40.5,63.6,Glass Panel,806,13.98,9.0,10.0,281,-3.7,84,1032.4,3934,0.0,0.37,15,25.15,Safe
Crawler Crane,12000,81.6,29,61.2,40.7,Wind Turbine Blade,2878,22.49,3.4,4.3,123,7.6,44,1022.2,6676,0.2,0.49,3,26.84,Safe
Rough Terrain Crane,7000,59.7,55,37.0,49.0,Wind Turbine Blade,2613,15.55,6.9,9.6,359,39.8,93,1016.7,1892,0.0,0.46,4,32.67,Safe
Mobile Crane,5000,39.7,47,15.5,29.5,Wind Turbine Blade,3480,26.29,8.2,11.4,220,0.3,37,1001.6,8866,2.7,0.29,24,38.19,Warning
Mobile Crane,5000,33.4,50,18.5,26.3,Shipping Container,2912,17.98,5.9,7.2,151,15.8,35,995.2,2821,0.0,0.22,12,32.95,Safe
Crawler Crane,12000,57.2,75,23.7,55.2,Precast Wall,1399,8.07,5.4,7.0,163,-1.6,30,1026.5,2385,0.0,0.26,1,20.11,Safe
Crawler Crane,12000,72.4,68,53.6,68.8,Glass Panel,728,7.4,3.9,4.3,286,16.3,84,1000.4,7136,0.4,0.19,21,15.2,Safe
Mobile Crane,5000,25.6,67,13.8,21.7,Glass Panel,660,10.74,4.4,5.2,109,5.3,33,1016.0,9296,0.0,0.12,6,18.23,Safe
Crawler Crane,12000,56.3,54,20.4,46.2,Precast Wall,3161,11.76,2.5,2.9,198,25.6,100,995.1,6266,1.7,0.47,28,14.79,Safe
Rough Terrain Crane,7000,46.6,68,32.1,42.4,Concrete Block,3752,1.27,7.5,8.2,156,0.8,72,1021.2,8869,1.0,0.64,13,29.88,Safe
Rough Terrain Crane,7000,45.9,61,23.5,38.9,Shipping Container,3772,11.33,2.1,2.4,95,10.7,82,1017.9,6382,8.1,0.5,1,26.06,Safe
Rough Terrain Crane,7000,29.8,49,24.7,22.5,Precast Wall,2675,9.79,8.2,9.8,227,19.4,35,1015.4,4113,0.0,0.14,10,32.46,Safe
Tower Crane,8000,51.0,59,23.4,44.8,Precast Wall,3251,8.58,4.0,5.0,137,33.8,71,1014.4,1181,5.2,0.19,25,21.39,Safe
Rough Terrain Crane,7000,44.1,52,15.7,36.1,Glass Panel,504,13.0,6.4,6.8,134,12.4,36,1009.8,2423,0.0,0.37,25,18.04,Safe
Mobile Crane,5000,26.3,72,16.4,24.4,Wind Turbine Blade,1839,24.24,2.3,3.0,105,35.3,97,1005.8,5105,0.0,0.01,20,23.48,Safe
Mobile Crane,5000,29.7,70,13.7,28.2,Concrete Block,1555,2.93,2.9,3.8,30,44.6,41,1021.6,2674,0.0,0.06,8,17.03,Safe
Mobile Crane,5000,41.3,40,29.7,27.3,Precast Wall,1582,9.04,3.1,3.5,212,13.8,34,1018.5,2025,0.0,0.41,13,22.13,Safe
Crawler Crane,12000,74.7,48,41.1,55.5,Steel Beam,881,3.19,14.1,17.1,340,29.9,33,1025.8,7016,0.3,0.07,7,30.66,Safe
Rough Terrain Crane,7000,53.9,56,24.1,46.0,Machinery,3041,5.47,13.1,16.4,248,34.4,31,992.1,8029,1.7,0.28,1,37.62,Warning
Tower Crane,8000,77.2,35,41.9,42.3,Wind Turbine Blade,1914,29.94,3.8,5.2,332,10.1,60,994.2,6405,2.5,0.09,9,26.54,Safe
Tower Crane,8000,54.9,66,21.5,49.7,Steel Pipe,1259,3.72,11.4,12.3,48,-4.9,86,993.5,4205,7.1,0.69,17,27.62,Safe
Rough Terrain Crane,7000,25.3,69,12.4,22.1,Wind Turbine Blade,2921,16.98,4.0,4.3,196,-0.5,38,994.6,6522,0.0,0.37,29,22.46,Safe
Crawler Crane,12000,46.9,74,35.1,46.6,Shipping Container,1780,14.24,4.4,4.6,332,3.2,69,1022.5,2980,1.8,0.62,30,20.78,Safe
Rough Terrain Crane,7000,46.6,53,36.0,35.6,Concrete Block,1573,2.5,3.7,4.6,196,12.6,79,1004.2,2790,1.8,0.07,8,19.78,Safe
Crawler Crane,12000,72.2,40,43.6,46.8,Steel Pipe,409,5.39,4.1,5.2,154,5.3,90,998.5,6918,0.0,0.28,10,15.07,Safe
Tower Crane,8000,71.4,75,58.9,68.9,Concrete Block,1987,2.0,5.7,7.2,270,39.4,26,1034.4,5685,0.0,0.21,5,23.87,Safe
Rough Terrain Crane,7000,55.1,61,29.3,48.4,Shipping Container,3429,17.64,4.5,5.9,8,24.4,26,1001.8,1152,0.0,0.43,30,26.8,Safe
Tower Crane,8000,77.9,50,45.1,60.2,Wind Turbine Blade,2367,25.53,7.5,8.1,274,21.9,44,1002.5,5577,2.6,0.63,3,34.4,Safe
Mobile Crane,5000,49.2,34,29.3,27.1,Concrete Block,2270,2.4,5.6,7.3,122,-2.1,36,1031.6,2400,0.0,0.11,15,24.65,Safe
Tower Crane,8000,52.4,72,34.7,48.5,Steel Beam,1062,3.1,11.4,12.6,177,21.2,58,997.5,2579,2.1,0.02,24,26.58,Safe
Crawler Crane,12000,76.6,32,55.5,38.7,Wind Turbine Blade,2057,22.86,11.7,13.4,295,26.4,88,1010.5,6400,2.5,0.67,2,39.44,Warning
Rough Terrain Crane,7000,55.1,35,27.7,30.6,Concrete Block,4662,2.15,9.5,12.4,116,32.0,25,992.0,701,2.0,0.08,8,35.96,Warning
Tower Crane,8000,58.9,49,47.5,43.2,Steel Beam,2764,3.41,3.3,4.3,335,16.0,66,1001.2,5741,0.0,0.1,9,21.33,Safe
Tower Crane,8000,62.9,32,36.2,34.9,Shipping Container,2414,16.43,9.1,12.7,205,-1.6,84,1029.0,5590,1.9,0.82,11,34.21,Safe
Tower Crane,8000,62.1,25,31.2,25.4,Steel Pipe,1293,3.86,4.7,5.9,252,44.9,50,1023.0,9454,0.2,0.48,25,14.83,Safe
Mobile Crane,5000,24.5,51,7.7,19.2,Steel Beam,1872,1.0,9.1,11.6,157,0.2,92,1034.2,7378,0.0,0.1,16,24.31,Safe
Tower Crane,8000,78.9,34,54.6,42.5,Glass Panel,1118,12.76,5.5,6.6,190,17.9,35,1016.1,8780,4.2,0.05,5,23.11,Safe
Rough Terrain Crane,7000,27.6,61,9.2,24.8,Shipping Container,2469,12.33,5.9,8.0,201,30.0,66,1004.3,4955,2.0,0.13,8,24.81,Safe
Tower Crane,8000,77.7,33,56.6,42.7,Shipping Container,1932,11.31,4.9,5.9,208,1.0,70,1033.4,3901,3.7,0.23,15,23.91,Safe
Crawler Crane,12000,63.2,32,22.1,34.7,Steel Pipe,465,2.86,6.9,9.3,75,-0.4,56,1033.6,6992,0.0,0.54,17,16.16,Safe
Tower Crane,8000,67.1,41,50.4,42.7,Wind Turbine Blade,3250,21.78,2.7,3.5,127,-0.3,38,1026.2,2790,2.5,0.57,4,30.0,Safe
Tower Crane,8000,42.5,74,35.7,39.4,Wind Turbine Blade,2262,25.29,6.1,8.4,43,24.1,58,1031.3,1728,1.5,0.27,1,35.16,Warning
Tower Crane,8000,47.9,66,26.1,42.3,Machinery,1301,2.26,2.8,3.4,86,41.2,80,1027.0,6971,0.0,0.05,16,12.33,Safe
Tower Crane,8000,55.3,52,21.8,42.4,Shipping Container,2626,12.24,8.2,11.1,17,25.7,56,1019.1,8673,1.2,0.06,14,26.81,Safe
Rough Terrain Crane,7000,27.1,42,13.8,17.8,Glass Panel,845,13.95,8.4,10.4,9,44.5,70,1011.6,8440,0.0,0.45,12,25.49,Safe
Crawler Crane,12000,59.4,36,18.7,35.3,Steel Beam,1650,1.18,9.2,12.9,271,12.9,99,1035.0,3115,0.2,0.09,4,22.89,Safe
Mobile Crane,5000,39.7,42,23.6,27.7,Steel Beam,1398,2.73,8.8,12.3,198,12.7,47,997.9,5710,0.0,0.03,26,24.36,Safe
Crawler Crane,12000,85.7,26,58.9,37.0,Shipping Container,3806,17.59,7.9,10.6,252,22.1,47,1012.1,1978,3.6,0.61,2,35.64,Warning
Mobile Crane,5000,38.0,26,22.4,14.7,Glass Panel,1025,7.04,7.6,9.9,165,-2.0,43,1016.4,2820,0.0,0.28,25,23.31,Safe
Tower Crane,8000,73.9,48,61.2,54.4,Wind Turbine Blade,2700,16.52,4.6,5.3,69,43.8,80,1025.6,8482,0.0,0.65,21,26.67,Safe
Crawler Crane,12000,48.7,60,33.2,43.9,Machinery,1714,5.99,5.5,7.3,193,10.3,62,995.7,529,1.5,0.99,23,21.97,Safe
Rough Terrain Crane,7000,54.8,74,45.5,50.8,Machinery,3304,3.33,6.8,8.5,254,2.0,34,1000.7,5734,1.3,0.42,6,31.17,Safe
Tower Crane,8000,72.9,67,47.5,68.7,Precast Wall,1046,6.86,7.6,8.6,34,12.5,38,1022.4,1288,1.7,0.33,13,24.38,Safe
Rough Terrain Crane,7000,50.6,35,39.8,29.0,Wind Turbine Blade,2219,23.19,2.8,3.0,245,34.4,98,1019.3,4195,6.6,0.6,6,29.08,Safe
Rough Terrain Crane,7000,27.6,27,12.8,11.8,Concrete Block,1303,1.68,5.2,7.1,82,31.6,95,1032.4,2025,1.6,0.23,11,18.41,Safe
Rough Terrain Crane,7000,49.7,52,40.7,37.8,Wind Turbine Blade,1821,15.8,11.3,13.2,97,15.5,95,1022.5,9349,0.0,0.16,9,35.97,Warning
Crawler Crane,12000,54.9,31,18.0,28.6,Precast Wall,1629,5.38,14.3,15.0,44,9.7,86,999.0,921,8.6,0.36,7,33.05,Safe
Mobile Crane,5000,39.1,30,21.9,18.0,Wind Turbine Blade,2464,22.34,5.0,6.4,46,27.1,74,998.3,6749,0.5,0.07,12,30.24,Safe
Mobile Crane,5000,33.4,41,18.1,21.0,Steel Pipe,552,2.6,8.9,11.5,49,-0.7,69,1026.4,7282,3.6,0.5,25,21.77,Safe
Mobile Crane,5000,36.6,49,27.5,27.3,Precast Wall,3345,11.17,11.1,13.5,40,14.7,29,1012.6,8967,0.0,0.19,26,39.41,Warning
Mobile Crane,5000,23.6,73,12.9,24.4,Shipping Container,2367,16.47,8.1,8.9,216,-1.1,80,999.1,2922,0.0,0.12,27,30.88,Safe
Crawler Crane,12000,56.0,71,45.0,51.2,Wind Turbine Blade,2639,20.96,5.4,6.3,141,21.0,26,1025.4,9061,0.3,0.12,26,24.72,Safe
Rough Terrain Crane,7000,28.9,34,11.0,16.5,Concrete Block,4788,1.21,5.8,7.7,146,38.4,69,1029.5,4827,3.4,0.15,13,27.51,Safe
Rough Terrain Crane,7000,45.0,55,14.4,36.0,Shipping Container,4032,14.87,4.7,6.1,19,14.8,67,1021.1,1307,6.5,0.54,24,27.91,Safe
Rough Terrain Crane,7000,57.2,48,17.8,43.8,Steel Pipe,1573,3.12,0.8,1.0,356,29.2,54,996.0,7759,0.0,0.36,25,7.55,Safe
Crawler Crane,12000,53.5,51,33.9,39.9,Precast Wall,1865,11.39,12.6,15.0,248,33.0,72,1026.9,8942,0.2,0.13,26,30.23,Safe
Mobile Crane,5000,22.0,70,12.7,19.2,Steel Beam,1211,1.58,2.1,2.8,29,7.5,83,992.3,6404,1.0,0.25,23,12.69,Safe
Mobile Crane,5000,28.2,54,16.3,23.4,Concrete Block,3790,1.06,6.7,7.9,304,17.3,85,1016.4,6230,1.0,0.19,12,31.65,Safe
Mobile Crane,5000,45.1,41,32.1,30.3,Steel Pipe,412,3.55,3.4,3.8,292,34.0,52,1028.6,4188,0.7,0.25,22,13.93,Safe
Mobile Crane,5000,28.1,51,16.4,23.3,Steel Beam,2441,3.73,3.2,4.1,307,35.0,53,1001.4,5504,0.9,0.04,23,19.8,Safe
Crawler Crane,12000,61.2,49,47.0,46.0,Glass Panel,677,8.42,6.4,7.9,319,14.9,38,990.3,6631,5.2,0.6,18,22.3,Safe
Crawler Crane,12000,54.9,31,31.0,27.6,Steel Pipe,1631,5.45,5.3,6.0,333,9.9,44,1013.3,4437,4.7,0.42,29,17.13,Safe
Tower Crane,8000,72.2,63,37.7,63.6,Shipping Container,4454,10.2,2.9,3.5,151,8.0,78,1008.2,1078,1.9,0.12,19,23.97,Safe
Mobile Crane,5000,30.3,70,12.8,28.6,Precast Wall,3751,7.51,12.0,13.9,87,37.0,96,998.2,2099,0.0,0.03,16,40.2,Warning
Mobile Crane,5000,42.2,71,31.4,41.0,Shipping Container,4284,17.2,7.1,9.1,113,12.8,64,1008.9,5928,0.0,0.18,12,41.47,Warning
Crawler Crane,12000,69.3,54,53.2,55.9,Concrete Block,2934,2.78,2.9,3.6,348,14.1,63,1008.6,2970,3.8,0.58,5,20.9,Safe
Mobile Crane,5000,30.3,61,24.0,28.4,Shipping Container,2795,16.9,1.2,1.3,41,19.4,47,1004.1,1450,0.0,0.02,1,28.23,Safe
Rough Terrain Crane,7000,34.6,73,25.1,33.4,Shipping Container,3505,16.28,7.4,9.8,66,25.7,79,1008.2,8321,0.0,0.35,13,34.26,Safe
Tower Crane,8000,41.5,37,29.1,26.8,Machinery,3900,7.0,7.2,8.0,346,-4.8,56,1000.2,6141,0.0,0.13,10,30.09,Safe
Mobile Crane,5000,23.1,57,14.4,18.0,Steel Beam,1721,3.85,3.7,4.5,266,24.8,68,1009.5,2692,3.1,0.33,11,21.51,Safe
Rough Terrain Crane,7000,37.6,37,14.7,24.3,Wind Turbine Blade,1539,18.43,9.3,12.1,67,5.6,27,1016.5,3268,5.9,0.1,4,31.72,Safe
Crawler Crane,12000,75.6,75,24.2,74.5,Steel Pipe,2490,4.49,3.4,4.3,24,28.1,27,992.2,2397,2.8,0.11,14,14.54,Safe
Rough Terrain Crane,7000,38.3,60,16.8,34.0,Glass Panel,911,11.49,0.8,0.8,215,28.1,91,1002.1,2747,0.0,0.73,14,13.23,Safe
Tower Crane,8000,60.5,64,22.1,52.8,Concrete Block,3038,1.4,10.5,11.8,134,36.6,50,1006.1,7213,0.0,0.51,10,28.72,Safe
Mobile Crane,5000,21.2,56,17.0,18.3,Precast Wall,2354,6.64,3.8,4.0,45,40.3,98,1020.1,2943,4.9,0.33,3,28.1,Safe
Tower Crane,8000,68.9,31,55.0,36.1,Precast Wall,2212,6.85,3.9,4.2,89,38.7,62,1006.2,5623,0.0,0.73,14,22.52,Safe
Tower Crane,8000,43.8,73,34.6,39.9,Shipping Container,4217,15.18,6.3,7.3,224,42.8,59,1029.5,2022,0.0,0.04,12,33.49,Safe
Crawler Crane,12000,49.1,50,25.5,37.4,Wind Turbine Blade,2912,27.76,12.1,16.1,332,39.3,46,995.1,1460,0.0,0.32,28,37.76,Warning
Mobile Crane,5000,23.1,62,13.1,20.7,Precast Wall,1742,9.28,10.0,13.2,313,-3.6,41,1011.7,8497,3.9,0.19,4,33.11,Safe
Rough Terrain Crane,7000,40.4,29,17.9,18.8,Glass Panel,1178,11.36,8.9,10.4,267,29.4,37,1009.5,4572,0.0,0.18,16,25.0,Safe
Crawler Crane,12000,73.2,66,37.5,68.2,Steel Beam,547,2.93,3.9,4.3,240,37.6,46,993.4,8555,7.5,0.4,11,13.94,Safe
Mobile Crane,5000,29.9,42,9.8,18.9,Wind Turbine Blade,2325,27.26,3.8,4.1,227,35.1,82,994.0,8666,1.5,0.14,15,26.23,Safe
Crawler Crane,12000,45.9,56,32.6,36.1,Wind Turbine Blade,2344,15.54,14.3,17.8,46,34.6,63,1030.1,9713,0.0,0.23,7,39.13,Warning
Rough Terrain Crane,7000,58.3,48,44.0,44.6,Precast Wall,2359,8.92,3.9,4.9,242,30.8,71,1022.2,2368,1.6,0.09,4,25.04,Safe
Mobile Crane,5000,20.1,47,15.2,16.6,Steel Pipe,2438,3.5,4.0,4.3,84,19.6,77,994.8,3709,7.0,0.42,7,27.07,Safe
Tower Crane,8000,77.2,50,32.3,60.4,Glass Panel,933,8.7,9.3,12.2,23,41.3,100,995.5,7881,1.8,0.49,15,24.51,Safe
Mobile Crane,5000,48.9,25,28.9,18.9,Wind Turbine Blade,3217,23.78,6.7,9.2,90,29.6,47,1022.9,2603,0.0,0.35,4,39.73,Warning
Rough Terrain Crane,7000,48.0,63,37.7,42.8,Wind Turbine Blade,2357,29.69,11.0,15.1,127,8.7,68,1033.7,7919,0.0,0.18,26,39.95,Warning
Mobile Crane,5000,24.1,63,16.5,22.5,Steel Pipe,1585,4.85,6.0,8.3,323,5.9,51,1018.1,5260,0.0,0.26,22,23.21,Safe
Crawler Crane,12000,86.1,33,72.3,47.5,Shipping Container,3563,14.34,6.7,8.5,59,33.0,96,1011.6,9849,0.0,0.22,22,27.4,Safe
Rough Terrain Crane,7000,48.6,59,22.2,43.0,Steel Beam,2641,1.32,4.1,4.9,27,28.5,50,1002.0,3136,5.0,0.07,10,19.97,Safe
Crawler Crane,12000,47.3,28,32.2,21.4,Steel Beam,1969,3.44,4.2,4.6,345,32.0,53,1023.4,9695,0.0,0.99,13,18.45,Safe
Mobile Crane,5000,35.3,75,26.1,33.2,Steel Beam,2062,2.16,7.3,10.1,350,10.6,95,992.4,4617,1.3,0.25,7,29.51,Safe
Rough Terrain Crane,7000,54.0,65,37.1,49.5,Glass Panel,994,11.8,3.4,3.8,229,3.9,34,998.4,3347,0.0,0.24,24,17.37,Safe
Tower Crane,8000,55.1,52,25.0,42.5,Shipping Container,3892,16.77,5.8,6.1,238,30.5,44,991.8,5785,0.0,0.5,20,28.0,Safe
Tower Crane,8000,70.9,65,45.3,64.9,Precast Wall,4235,9.01,8.5,10.0,162,21.3,48,1013.4,8776,0.9,0.73,6,34.95,Safe
Rough Terrain Crane,7000,44.0,50,15.4,32.6,Glass Panel,879,8.66,7.6,8.9,111,42.5,92,1011.4,9696,0.0,0.08,27,17.31,Safe
Tower Crane,8000,44.6,47,24.3,34.2,Glass Panel,1181,6.32,9.2,12.5,195,40.8,39,1007.4,9351,2.9,0.49,24,24.12,Safe
Crawler Crane,12000,41.2,58,31.0,34.4,Precast Wall,2993,5.31,3.9,5.3,98,11.0,35,1032.7,3242,0.0,0.54,25,19.77,Safe
Tower Crane,8000,65.1,38,43.5,41.2,Wind Turbine Blade,3211,16.56,2.2,2.7,359,38.9,80,1019.1,1681,0.8,0.39,24,22.97,Safe
Mobile Crane,5000,20.7,70,10.0,17.8,Steel Beam,1229,3.38,3.2,4.0,294,36.1,58,1008.3,7891,4.2,0.24,21,14.61,Safe
Rough Terrain Crane,7000,40.2,26,20.7,16.1,Steel Beam,759,3.27,8.0,10.0,358,37.4,70,1031.8,2238,2.7,0.52,10,23.25,Safe
Crawler Crane,12000,70.3,43,50.7,47.7,Wind Turbine Blade,3183,24.91,7.6,9.2,273,6.0,75,1025.9,9441,0.0,0.39,10,32.72,Safe
Mobile Crane,5000,28.9,75,22.5,28.5,Steel Beam,2767,3.62,5.7,6.3,21,-4.7,75,1014.2,1894,2.3,0.26,10,30.19,Safe
Mobile Crane,5000,42.4,71,20.7,39.7,Shipping Container,2159,11.47,3.1,3.9,129,4.7,48,1020.2,9794,3.5,0.24,28,19.39,Safe
Tower Crane,8000,74.1,60,41.0,64.4,Steel Pipe,575,3.0,1.3,1.5,297,19.4,67,1006.1,4342,0.0,0.52,4,11.88,Safe
Crawler Crane,12000,71.0,37,33.7,42.5,Steel Pipe,924,4.26,11.2,13.2,161,42.9,46,990.2,4533,4.4,0.18,26,24.03,Safe
Mobile Crane,5000,41.4,66,22.4,39.2,Shipping Container,4283,15.86,9.6,13.0,236,17.3,64,1011.9,2283,3.8,0.05,6,45.24,Warning
Tower Crane,8000,73.7,33,58.2,38.9,Concrete Block,3979,1.15,1.4,1.5,259,26.6,99,1016.1,3985,0.0,0.35,30,18.0,Safe
Tower Crane,8000,62.1,59,49.2,53.4,Shipping Container,2998,13.14,2.5,3.4,301,31.7,62,996.0,8710,1.7,0.06,17,22.1,Safe
Tower Crane,8000,55.9,57,17.1,45.8,Shipping Container,3605,11.12,4.5,5.0,289,42.4,43,1023.1,8421,0.2,0.24,12,22.05,Safe
Tower Crane,8000,48.8,56,20.9,39.5,Glass Panel,243,11.35,4.3,5.3,184,14.4,83,1029.7,1153,5.3,0.26,21,15.74,Safe
Crawler Crane,12000,45.2,58,29.3,37.4,Steel Pipe,1012,3.51,4.3,5.1,300,27.7,34,1013.2,6665,3.6,0.28,30,13.68,Safe
Mobile Crane,5000,35.5,47,26.6,25.3,Precast Wall,3474,5.05,6.8,9.2,225,3.3,34,1013.2,5100,1.2,0.52,7,35.87,Warning
Mobile Crane,5000,25.6,48,16.2,20.3,Glass Panel,624,12.49,11.7,15.2,246,28.8,86,999.5,3141,4.7,0.01,21,31.29,Safe
Rough Terrain Crane,7000,25.8,27,9.6,12.1,Shipping Container,4078,14.1,5.0,6.8,75,-2.2,58,1031.5,8964,7.9,0.09,13,28.12,Safe
Tower Crane,8000,75.1,71,49.9,70.1,Concrete Block,1887,1.9,10.1,14.1,246,3.5,77,1017.0,3479,0.0,0.33,20,28.2,Safe
Crawler Crane,12000,48.4,68,23.6,44.7,Concrete Block,1941,1.76,8.1,8.9,8,5.1,89,1020.8,2950,0.0,0.12,20,20.2,Safe
Tower Crane,8000,47.1,64,29.7,43.8,Concrete Block,1381,1.96,4.6,5.0,308,22.0,25,1030.4,7569,0.0,0.12,17,15.89,Safe
Rough Terrain Crane,7000,38.0,27,26.0,17.0,Precast Wall,4234,10.38,3.6,4.2,356,23.8,79,996.0,8317,0.9,0.27,25,25.57,Safe
Mobile Crane,5000,47.3,30,21.6,25.2,Wind Turbine Blade,2027,17.84,4.9,6.4,3,23.9,40,1013.4,6644,0.0,0.4,21,25.26,Safe
Mobile Crane,5000,40.6,45,21.3,27.1,Wind Turbine Blade,2834,23.78,12.1,13.8,274,16.2,71,1017.5,7011,4.0,0.14,25,41.6,Warning
Mobile Crane,5000,32.4,75,19.7,30.0,Precast Wall,2039,11.92,11.9,14.9,203,31.8,40,1023.7,7817,7.9,0.0,26,35.4,Warning
Mobile Crane,5000,23.0,57,12.0,18.6,Steel Beam,1158,2.17,3.0,3.8,46,36.2,85,1031.7,7633,1.5,0.35,3,16.62,Safe
Tower Crane,8000,50.5,48,17.4,35.7,Wind Turbine Blade,3406,29.77,6.8,8.6,266,9.3,32,1032.6,3371,0.0,0.22,21,31.77,Safe
Rough Terrain Crane,7000,40.4,37,31.0,26.0,Steel Pipe,1097,2.13,3.1,3.9,264,29.9,46,1020.3,6393,0.0,0.03,8,16.19,Safe
Tower Crane,8000,79.0,30,67.0,40.6,Machinery,3542,4.37,8.6,10.8,265,-4.2,33,1031.4,9504,0.0,0.15,10,31.85,Safe
Crawler Crane,12000,57.4,42,24.4,40.3,Precast Wall,2654,9.02,13.1,15.0,208,20.3,96,993.3,5321,5.3,0.03,11,32.75,Safe
Tower Crane,8000,72.1,41,56.4,48.6,Steel Pipe,2113,5.86,7.6,9.5,124,32.9,83,1020.7,948,2.0,0.09,16,27.42,Safe
Tower Crane,8000,50.3,49,32.6,39.9,Glass Panel,1019,8.53,3.5,4.8,264,21.8,58,1001.2,2023,1.6,0.25,13,18.27,Safe
Crawler Crane,12000,43.8,36,24.6,25.2,Steel Pipe,1048,5.79,6.6,8.5,97,19.9,50,1000.6,4465,0.0,0.25,28,17.71,Safe
Crawler Crane,12000,50.3,37,38.2,31.6,Machinery,1438,6.67,10.1,11.0,40,28.8,88,1017.6,9371,0.0,0.08,2,28.15,Safe
Rough Terrain Crane,7000,38.0,45,21.7,28.8,Steel Pipe,2310,2.73,10.4,13.7,261,9.0,53,1023.8,2601,2.6,0.53,2,33.39,Safe
Rough Terrain Crane,7000,41.7,59,13.3,35.1,Shipping Container,3372,17.81,6.3,8.2,235,10.8,26,990.5,3952,0.5,0.04,13,28.62,Safe
Tower Crane,8000,53.0,64,41.0,46.4,Steel Pipe,1271,3.08,4.8,6.7,175,13.3,88,1009.1,7366,3.7,0.09,23,17.91,Safe
Crawler Crane,12000,58.3,50,26.5,43.4,Shipping Container,3858,15.49,5.8,7.7,138,35.2,96,1009.4,6740,0.0,0.27,7,26.07,Safe
Mobile Crane,5000,44.0,72,16.8,43.1,Shipping Container,3226,14.0,9.7,13.6,322,20.9,65,1025.3,5415,0.0,0.06,9,37.52,Warning
Tower Crane,8000,55.9,69,21.8,51.0,Steel Pipe,2251,5.36,6.6,7.2,171,8.0,71,1015.2,4722,0.0,0.51,12,22.24,Safe
Tower Crane,8000,56.5,47,43.9,43.2,Glass Panel,790,10.61,7.5,9.6,89,44.0,61,1006.0,8863,0.0,0.34,16,24.31,Safe
Rough Terrain Crane,7000,56.1,49,35.8,42.2,Shipping Container,2186,15.12,10.2,14.0,215,26.6,98,1008.2,1668,2.8,0.53,3,37.78,Warning
Mobile Crane,5000,30.3,45,14.4,20.6,Steel Pipe,1919,3.08,9.7,11.7,185,32.4,91,1033.4,7282,2.2,0.41,6,30.16,Safe
Mobile Crane,5000,45.6,33,31.9,25.5,Concrete Block,1862,1.33,9.4,10.2,32,41.8,85,1014.7,931,4.2,0.55,25,29.75,Safe
Rough Terrain Crane,7000,43.3,30,15.5,22.1,Concrete Block,3682,2.86,6.9,8.2,117,7.4,61,1009.9,2571,0.0,0.34,5,27.76,Safe
Mobile Crane,5000,20.9,67,10.4,20.9,Precast Wall,2913,11.82,10.2,12.6,139,22.4,42,1033.6,9335,0.5,0.24,6,37.1,Warning
Rough Terrain Crane,7000,47.1,65,36.9,42.4,Steel Pipe,1722,3.93,4.5,5.1,45,17.1,71,1008.5,3051,0.0,0.35,10,21.99,Safe
Tower Crane,8000,40.0,73,30.7,37.6,Precast Wall,3191,5.06,9.1,12.5,244,10.0,80,1025.9,4288,1.1,0.58,26,31.5,Safe
Tower Crane,8000,61.9,37,32.6,37.5,Wind Turbine Blade,2011,17.45,0.6,0.8,199,36.4,53,1001.8,7417,3.5,0.25,21,15.63,Safe
Mobile Crane,5000,35.5,64,26.4,32.6,Steel Pipe,2478,5.24,14.0,16.7,35,4.1,62,995.0,7960,0.0,0.42,20,40.15,Warning
Rough Terrain Crane,7000,34.5,64,19.7,30.3,Shipping Container,1703,17.76,7.0,7.4,52,9.1,41,1022.2,634,5.5,0.26,8,29.59,Safe
Tower Crane,8000,46.0,56,19.3,37.8,Precast Wall,2521,8.25,2.4,3.2,169,-1.0,43,992.5,6929,1.7,0.67,3,19.34,Safe
Rough Terrain Crane,7000,31.4,41,23.5,21.9,Concrete Block,4991,2.54,12.7,14.4,226,7.4,29,999.0,2039,4.6,0.23,17,43.11,Warning
Mobile Crane,5000,34.2,68,28.3,33.5,Shipping Container,4077,15.83,11.5,15.1,281,21.0,57,1011.7,5395,0.0,0.26,7,49.46,Warning
